200,12.3,0.1016,39.6,0.0408268,128.545
12500,1.5,0.3048,71.3,0.00336729,109.222
4000,0,0.0508,31.7,0.000812164,134.11
2000,15.6,0.1016,71.3,0.0437259,119.888
5000,0,0.1016,39.6,0.00146332,126.021
4000,15.4,0.0508,31.7,0.0289853,115.635
400,9.9,0.1524,71.3,0.0193001,135.079
16000,0,0.3048,71.3,0.00266337,108.721
315,22.2,0.0254,39.6,0.0229028,120.716
1250,7.3,0.2286,71.3,0.0104404,127.358
315,9.9,0.1524,71.3,0.0193001,135.459
800,9.5,0.0254,71.3,0.00420654,127.206
2000,0,0.1524,71.3,0.0015988,128.647
4000,15.6,0.1016,39.6,0.0528487,106.604
400,9.9,0.1524,39.6,0.0233328,128.345
1000,0,0.2286,39.6,0.00253511,130.435
10000,2.7,0.1524,71.3,0.00243851,116.724
400,15.4,0.0508,55.5,0.0271925,126.5
5000,4,0.3048,71.3,0.00497773,117.785
2000,7.3,0.2286,71.3,0.0104404,122.708
2000,17.4,0.0254,71.3,0.016104,126.826
630,17.4,0.0254,39.6,0.0172206,124.514
500,11.2,0.0508,71.3,0.014072,130.311
1000,12.3,0.1016,39.6,0.0408268,122.435
200,12.6,0.1524,39.6,0.0584113,114.75
5000,9.9,0.1524,31.7,0.0252785,109.949
400,12.7,0.0254,39.6,0.0130253,125.527
2000,0,0.3048,31.7,0.00331266,122.375
2500,0,0.2286,31.7,0.0027238,123.445
1000,12.7,0.0254,71.3,0.0121808,131.698
1600,12.3,0.1016,71.3,0.0337792,124.748
10000,0,0.0254,55.5,0.00041229,134.563
630,15.4,0.0508,55.5,0.0271925,129.33
1250,5.3,0.2286,39.6,0.00614329,125.721
1600,4.2,0.0508,39.6,0.00152689,130.197
800,7.3,0.2286,39.6,0.0123481,126.299
630,0,0.2286,39.6,0.00253511,128.705
1000,15.6,0.1016,71.3,0.0437259,124.438
250,12.7,0.0254,39.6,0.0130253,121.547
1600,8.4,0.0508,31.7,0.00580776,129.296
2000,3,0.3048,71.3,0.00425727,125.524
1000,7.3,0.2286,55.5,0.0111706,125.194
800,6.7,0.1016,39.6,0.00578076,134.625
6300,4.8,0.0254,71.3,0.000848633,134.498
630,0,0.1016,71.3,0.00121072,124.155
1000,0,0.1524,31.7,0.00209405,130.987
1000,2,0.2286,31.7,0.00372371,130.307
5000,2.7,0.1524,71.3,0.00243851,124.364
2500,9.5,0.0254,31.7,0.00461377,130.086
1000,12.3,0.1016,71.3,0.0337792,127.928
500,0,0.3048,31.7,0.00331266,127.315
3150,1.5,0.3048,71.3,0.00336729,123.392
8000,0,0.0254,55.5,0.00041229,136.163
1000,3.3,0.1016,39.6,0.00245138,131.971
6300,4.8,0.0254,55.5,0.000873218,135.164
2000,2,0.2286,55.5,0.00313525,124.612
1600,0,0.0508,31.7,0.000812164,131.01
1250,7.3,0.2286,55.5,0.0111706,125.724
630,0,0.3048,55.5,0.00283081,127.696
2500,0,0.1016,31.7,0.00150092,132.003
2000,3.3,0.1016,55.5,0.002211,133.649
1600,17.4,0.0254,31.7,0.0176631,126.846
4000,4,0.2286,39.6,0.00473801,119.159
5000,2,0.2286,31.7,0.00372371,118.267
2500,0,0.1016,71.3,0.00121072,132.595
4000,8.9,0.1016,39.6,0.0124596,116.22
2000,22.2,0.0254,39.6,0.0229028,121.256
5000,4,0.2286,39.6,0.00473801,117.649
4000,15.4,0.0508,71.3,0.0264269,122.675
3150,5.3,0.2286,39.6,0.00614329,118.441
1000,0,0.0508,71.3,0.000740478,129.45
3150,4,0.2286,71.3,0.00400603,124.108
8000,0,0.1016,55.5,0.00131983,124.45
12500,4,0.2286,71.3,0.00400603,114.258
1000,2,0.2286,55.5,0.00313525,129.002
2500,8.9,0.1016,39.6,0.0124596,119.19
400,3,0.3048,55.5,0.00452492,126.159
4000,0,0.0254,31.7,0.000439472,137.047
400,15.4,0.0508,71.3,0.0264269,126.805
4000,4,0.3048,39.6,0.00579636,115.863
6300,3.3,0.1016,31.7,0.00251435,120.702
2500,4.2,0.0508,39.6,0.00152689,133.847
3150,12.3,0.1016,39.6,0.0408268,113.055
1250,5.4,0.1524,71.3,0.00401199,134.111
500,7.3,0.2286,39.6,0.0123481,130.299
315,3,0.3048,31.7,0.00529514,123.118
500,7.2,0.1524,39.6,0.00909175,132.658
2500,0,0.0254,39.6,0.000428464,131.836
2500,8.4,0.0508,55.5,0.00544854,131.542
3150,15.4,0.0508,31.7,0.0289853,118.045
800,7.2,0.1524,71.3,0.00752039,136.023
500,12.3,0.1016,55.5,0.0368233,133.774
3150,15.6,0.1016,39.6,0.0528487,109.254
6300,3,0.3048,71.3,0.00425727,116.134
3150,8.4,0.0508,55.5,0.00544854,128.402
1250,17.4,0.0254,31.7,0.0176631,128.306
4000,3,0.3048,55.5,0.00452492,118.689
2500,0,0.1016,39.6,0.00146332,132.611
315,15.4,0.0508,55.5,0.0271925,125.39
2000,3,0.3048,31.7,0.00529514,120.088
1250,17.4,0.0254,71.3,0.016104,126.356
1600,15.4,0.0508,55.5,0.0271925,128.2
3150,3.3,0.1016,31.7,0.00251435,128.252
500,3,0.3048,31.7,0.00529514,127.548
2500,0,0.2286,55.5,0.00229336,126.54
400,0,0.3048,39.6,0.00310138,124.809
1000,0,0.1016,71.3,0.00121072,128.825
5000,0,0.1016,55.5,0.00131983,128.36
2000,9.9,0.1524,55.5,0.0208438,119.505
4000,3.3,0.1016,31.7,0.00251435,124.852
4000,19.7,0.0508,39.6,0.036484,108.684
2500,4,0.2286,71.3,0.00400603,124.338
2000,0,0.1016,31.7,0.00150092,133.153
800,0,0.1016,39.6,0.00146332,128.401
4000,12.3,0.1016,55.5,0.0368233,114.404
1250,8.4,0.0508,39.6,0.00566229,131.205
6300,0,0.1524,31.7,0.00209405,119.737
2000,7.3,0.2286,31.7,0.0132672,115.309
400,3,0.3048,31.7,0.00529514,125.398
10000,7.2,0.1524,39.6,0.00909175,110.868
630,9.9,0.1524,71.3,0.0193001,129.889
1250,9.5,0.0254,71.3,0.00420654,131.656
4000,5.4,0.1524,55.5,0.00433288,119.737
2500,2,0.2286,31.7,0.00372371,121.407
6300,0,0.0254,39.6,0.000428464,136.826
5000,4.2,0.0508,39.6,0.00152689,129.777
250,9.9,0.1524,71.3,0.0193001,135.329
400,7.2,0.1524,39.6,0.00909175,132.118
800,9.9,0.1524,39.6,0.0233328,126.345
400,15.4,0.0508,31.7,0.0289853,123.705
5000,17.4,0.0254,39.6,0.0172206,119.854
500,2,0.2286,71.3,0.00293031,126.486
3150,3.3,0.1016,55.5,0.002211,130.629
5000,8.9,0.1016,71.3,0.0103088,116.723
630,2,0.2286,31.7,0.00372371,129.057
4000,0,0.2286,71.3,0.00214345,125.824
500,5.4,0.1524,71.3,0.00401199,126.291
4000,8.4,0.0508,71.3,0.00529514,126.926
5000,9.5,0.0254,39.6,0.00449821,125.044
630,4,0.2286,71.3,0.00400603,129.038
6300,9.5,0.0254,71.3,0.00420654,127.246
2000,8.4,0.0508,31.7,0.00580776,127.686
1600,0,0.1016,39.6,0.00146332,133.261
1000,17.4,0.0254,39.6,0.0172206,138.274
8000,0,0.1016,31.7,0.00150092,120.193
630,3.3,0.1016,31.7,0.00251435,128.952
1250,7.2,0.1524,71.3,0.00752039,132.513
8000,2,0.2286,71.3,0.00293031,115.996
630,0,0.1524,39.6,0.00193287,124.403
3150,7.2,0.1524,39.6,0.00909175,111.818
1250,9.9,0.1524,71.3,0.0193001,122.679
400,22.2,0.0254,71.3,0.0214178,117.927
10000,4,0.3048,71.3,0.00497773,110.905
6300,5.3,0.2286,71.3,0.0051942,116.92
5000,8.4,0.0508,71.3,0.00529514,121.146
630,1.5,0.3048,39.6,0.00392107,128.311
2500,4.8,0.0254,71.3,0.000848633,130.828
4000,12.3,0.1016,31.7,0.0418756,108.407
3150,9.5,0.0254,31.7,0.00461377,128.536
6300,9.5,0.0254,39.6,0.00449821,120.324
4000,0,0.0508,39.6,0.000791822,135.308
4000,5.4,0.1524,71.3,0.00401199,121.431
